datetime,text,cleaned_text,sentiment,sentiment_value
2021-01-02 21:58:00+00:00,Kek budget blueberry,kek budget blueberry,Neutral,0.0
2021-01-03 00:56:00+00:00,"This I agree 100 Percent. I have paid my income tax, GST, salaries, and worked overtime during the pandemic. My poor staff and trainees are risking their life to come to office to complete all filings.",agree percent paid income tax gst salaries worked overtime pandemic poor staff trainees risking life come office complete filings,Negative,-0.4404
2021-01-03 01:12:00+00:00,Continue your I'll thought and defaming tactics for derailing farmers agitation .Since you people are in power to serve Croney Capitalist friends and to kill basic heritage of Indian Economy,continue ill thought defaming tactics derailing farmers agitation since people power serve croney capitalist friends kill basic heritage indian economy,Negative,-0.7506
2021-01-03 02:11:00+00:00,"@gopalkagarwal National Spokesperson of BJP and a great contributor for BJP's Central Government economic policies , visited my office at Lucknow. At a very short notice, few CA friends also joined for discussions pertaining to various economic issues just ahead of Union Budget",national spokesperson bjp great contributor bjps central government economic policies visited office lucknow short notice ca friends also joined discussions pertaining various economic issues ahead union budget,Positive,0.802
2021-01-03 03:00:00+00:00,"Sir, the concept of subsidies needs to be done away with, slowly and steadily! Charity is something else and we all do it in one way or the other... But this is a double whammy!!! Because those who get the benefits are cause of the biggest chaos!",sir concept subsidies needs done away slowly steadily charity something else one way double whammy get benefits cause biggest chaos,Positive,0.1779
2021-01-03 03:17:00+00:00,I feel the Covid Vaccine should already been approved in India but they are just delaying it since budget needs to be historic.,feel covid vaccine already approved india delaying since budget needs historic,Positive,0.4215
2021-01-03 03:26:00+00:00,#prasadtechintelugu  Anna 2020 lo best budget mobile under20 k,anna lo best budget mobile k,Positive,0.6369
2021-01-03 03:47:00+00:00,He has to after Demo and GST.😆😆,demo gst😆😆,Positive,0.6124
2021-01-03 04:03:00+00:00,The race is on. Who will be  the top most late fees collector of India. 1. MCA 2. ITD 3. GST https://piped.video/dP4SDgiMnD4,race top late fees collector india mca itd gst,Positive,0.2023
2021-01-03 04:08:00+00:00,One LLP agreement approval kept pending last 2 months. LLP wants to go for change of address for GST but can't. One SH-11 was pending last 3 years before getting cleared.,one llp agreement approval kept pending last months llp wants go change address gst cant one sh pending last years getting cleared,Positive,0.7717
2021-01-03 04:37:00+00:00,"@nsitharaman @narendramodi  Simplify GST urgently. You may increase GST rates but merge all CGST, SGST & IGST. Government can divide taxes at their level, why Harass the taxpayers. @MRVChennai @shailu_CA @muglikar_ @rishibagree",simplify gst urgently may increase gst rates merge cgst sgst igst government divide taxes level harass taxpayers,Negative,-0.2263
2021-01-03 04:44:00+00:00,Not at all.For that FCI has to survive and have a procurement budget,allfor fci survive procurement budget,Neutral,0.0
2021-01-03 04:57:00+00:00,Is GST a simple Tax now????,gst simple tax,Neutral,0.0
2021-01-03 05:19:00+00:00,"All those taxpayers who wants to pay for vaccine ,don't worry you will get chance to pay thru Covid cess in budget . Only mystery is how may times Vaccine price you will be paying.",taxpayers wants pay vaccine dont worry get chance pay thru covid cess budget mystery may times vaccine price paying,Neutral,-0.0346
2021-01-03 05:44:00+00:00,@nsitharaman Taking leaf out of US where they ACTUALLY PUT MONEY IN HANDS OF PEOPLE. Hope same is done in our BUDGET BEYOND GIVING 100 Rupees TAX RELEIF (READ SLAP ON THE FACE OF COMMON MAN THEREBY CALLING ITS A COMMON MAN BUDGET) & not just giving all the relief to Rural India.,taking leaf us actually put money hands people hope done budget beyond giving rupees tax releif read slap face common man thereby calling common man budget giving relief rural india,Positive,0.886
2021-01-03 05:57:00+00:00,One room few goni bags and GST 800 crores what a joke  Then in C class cities u will find 5 lakh crore   Do something there in such cities,one room goni bags gst crores joke c class cities u find lakh crore something cities,Positive,0.296
2021-01-03 06:05:00+00:00,"The untold sufferings of MSME entrepreneurs after GST , the complexities & contradictions, unlimited penalties, late fee regime  & non-excuse for genuine errors are the areas that need urgent reforms No one cares for this #GST",untold sufferings msme entrepreneurs gst complexities contradictions unlimited penalties late fee regime nonexcuse genuine errors areas need urgent reforms one cares,Neutral,0.0258
2021-01-03 06:10:00+00:00,They can Jist put a CoVID tax on the salaried people earning above 5 lakhs per year as TDS or in the income tax. That should do it.,jist put covid tax salaried people earning lakhs per year tds income tax,Neutral,0.0
2021-01-03 06:45:00+00:00,"It's very comforting that vacation photos last year (2020) were of my childhood favourites like Langkawi, Penang, Cameron Highlands, Port Dickson and Pulau Pangkor. No matter how rich you are or how big your vacation budget is, you start to appreciate Malaysia better......",comforting vacation photos last year childhood favourites like langkawi penang cameron highlands port dickson pulau pangkor matter rich big vacation budget start appreciate malaysia better,Positive,0.926
2021-01-03 07:06:00+00:00,There is a speculation that in the coming general budget the prices of automobiles will increase. My question is if that happens will the stock prices in automotive sector will shoot up? Your response please Sai garu #askmoneypurse,speculation coming general budget prices automobiles increase question happens stock prices automotive sector shoot response please sai garu,Positive,0.296
2021-01-03 07:28:00+00:00,"WHEN BJP WAS IN OPPOSITION IT OPPOSED GST, ADHAR CARD, FARMER LAWS ETC EVEN IT BOYCOTTED PARLIAMENT SESSIONS WHERE AS IF IT HAD ATTENDED GOOD POLICIES MAY BE IMPLEMENTED. NOW BJP FOLLOWS, WHA  IT OPPOSED WHEN IT WAS IN OPPOSITION.  NOW BJP IS UPSET WHEN ITS POLICIES R OPPOSED",bjp opposition opposed gst adhar card farmer laws etc even boycotted parliament sessions attended good policies may implemented bjp follows wha opposed opposition bjp upset policies r opposed,Negative,-0.34
2021-01-03 07:40:00+00:00,Mandatory Validation of UDIN with Income Tax Forms .My 102nd  article published at Taxguru today. https://taxguru.in/chartered-accountant/validation-udin-income-tax-forms-reports.html/,mandatory validation udin income tax forms nd article published taxguru today,Positive,0.0772
2021-01-03 08:00:00+00:00,"Damages of essential services equipment wheather private or govt are not correct, finally it bears by tax payers of India .Defaulteres must be penalize.But persons who are enjoying all facilities from govt without paying income tax not know the value of hard money of tax payers.",damages essential services equipment wheather private govt correct finally bears tax payers india defaulteres must penalizebut persons enjoying facilities govt without paying income tax know value hard money tax payers,Positive,0.3612
2021-01-03 08:03:00+00:00,"GoI extends Deadline to file Income Tax Returns to January 10, 2021 https://currentaffairs.adda247.com/?p=70010",goi extends deadline file income tax returns january,Positive,0.128
2021-01-03 08:06:00+00:00,"The Indian Government's promise to provide the Covid vaccine free for all is great. But given the Indian economy, and since I can afford to pay, I will pay for me and my family. Just like we gave up our LPG subsidy, happy to pay for this too...",indian governments promise provide covid vaccine free great given indian economy since afford pay pay family like gave lpg subsidy happy pay,Positive,0.9287
2021-01-03 08:12:00+00:00,@deepigoyal @Zomato @zomatocare @ZomatoIN My restaurant with ID18750383 has been delisted from online delivery since 01/01/21 due to GST Composite scheme.I have withdrawn my outlet from Composite scheme same day& provided ARN no. to gst helpline & AM my outlet has't been relisted,restaurant id delisted online delivery since due gst composite schemei withdrawn outlet composite scheme day provided arn gst helpline outlet hast relisted,Neutral,0.0
2021-01-03 08:22:00+00:00,"Sir, @PMOIndia Everything is fine. The Nation is moving in a right direction . But Pease see to finance portfolio. There is a total absence of right decisions at a right moments. It's disheartening to see that again a budget is being prepared by those. Pl take TAXES seriously.",sir everything fine nation moving right direction pease see finance portfolio total absence right decisions right moments disheartening see budget prepared pl take taxes seriously,Negative,-0.2023
2021-01-03 08:56:00+00:00,"Avoid interacting with this failed politician called Sanjay Jha. After having been rejected flatly by congress searching for a small place in BJP. Now Demon,GST,sudden lock down and whatever Govt does comes logical to him.",avoid interacting failed politician called sanjay jha rejected flatly congress searching small place bjp demongstsudden lock whatever govt comes logical,Negative,-0.8316
2021-01-03 09:01:00+00:00,"But you were saying , demo / adhar / 370 / GST implementation etc were crazy ?   It was that your brother speaking ?",saying demo adhar gst implementation etc crazy brother speaking,Negative,-0.34
2021-01-03 10:14:00+00:00,Happy to say that I have stopped using Credit Card since 2015.. if one's Debit cars can't pay the bill then its out of the Budget.. Credit card is scam..,happy say stopped using credit card since ones debit cars cant pay bill budget credit card scam,Positive,0.5568
